;Departure;Destination;Fleet;Aircraft;ID;Airline;FlightNumber;STD;ATD;STA;ATA
1480;EDDM;LLBG;B739;4X-EHC;55R5M2;;;02.09.2019 19:35;02.09.2019 20:04;02.09.2019 23:15;02.09.2019 23:24
1481;LFRS;EDDM;A319;D-AILB;Q248U9;DLH;LH2245;02.09.2019 16:25;02.09.2019 16:39;02.09.2019 18:15;02.09.2019 18:13
1482;LSZH;EDDM;E190;HB-JVN;MFTYYB;OAW;LX1108;02.09.2019 13:25;02.09.2019 14:19;02.09.2019 14:20;02.09.2019 14:56
1483;EHAM;EDDM;A319;D-AILP;1ZB8HK;DLH;LH2309;02.09.2019 19:25;02.09.2019 19:37;02.09.2019 20:45;02.09.2019 20:34
1484;EDDT;EDDM;A321;D-AIDA;3RJ6WR;DLH;LH2045;02.09.2019 16:00;02.09.2019 16:06;02.09.2019 17:05;02.09.2019 17:01
1485;EDDT;EDDM;A319;D-ABGR;YWEIJ1;EWG;EW8174;02.09.2019 12:55;02.09.2019 13:04;02.09.2019 14:05;02.09.2019 13:56
1486;LFPG;EDDM;A320;F-GKXY;0NOA93;AFR;AF1422;02.09.2019 05:10;02.09.2019 05:26;02.09.2019 06:40;02.09.2019 06:33
1487;LIMC;EDDM;E195;I-ADJW;1T3R9X;DLA;LH1867;02.09.2019 19:10;02.09.2019 20:03;02.09.2019 20:15;02.09.2019 20:50
1488;LEMD;EDDM;B738;EC-MPG;6IGOEX;AEA;UX1515;02.09.2019 05:10;02.09.2019 05:34;02.09.2019 07:40;02.09.2019 07:40
1489;LFBO;EDDM;A319;D-AILP;2UWH3I;DLH;LH2217;02.09.2019 06:50;02.09.2019 07:09;02.09.2019 08:35;02.09.2019 08:36
1490;EDDK;EDDM;A320;D-AIPK;VUAHT5;DLH;LH1981;02.09.2019 05:45;02.09.2019 06:05;02.09.2019 06:50;02.09.2019 06:55
1491;LFPG;EDDM;A319;D-AILY;Y0K1VZ;DLH;LH2231;02.09.2019 12:30;02.09.2019 13:03;02.09.2019 13:55;02.09.2019 14:10
1492;EDDH;EDDM;A320;D-AIPR;JRC76Z;DLH;LH2067;02.09.2019 10:20;02.09.2019 10:42;02.09.2019 11:35;02.09.2019 11:46
1493;LTAI;EDDM;B753;D-ABOG;6M28SM;CFG;DE747;02.09.2019 08:10;02.09.2019 08:53;02.09.2019 11:30;02.09.2019 11:49
1494;LOWW;EDDM;A319;OE-LDD;FP4ICU;AUA;OS103;02.09.2019 11:15;02.09.2019 11:51;02.09.2019 12:15;02.09.2019 12:28
1495;LJLJ;EDDM;CRJ9;S5-AAU;6LF73J;ADR;JP102;02.09.2019 05:15;02.09.2019 05:28;02.09.2019 06:15;02.09.2019 06:06
1496;LFPG;EDDM;A319;F-GRHN;PUKMOH;AFR;AF1622;02.09.2019 11:05;02.09.2019 11:22;02.09.2019 12:40;02.09.2019 12:36
1497;EDDT;EDDM;A319;D-ABGR;PI2JBB;EWG;EW8176;02.09.2019 16:45;02.09.2019 16:54;02.09.2019 17:55;02.09.2019 17:48
1498;LSGG;EDDM;BCS1;HB-JBI;URWWVD;SWR;LX1126;02.09.2019 14:25;02.09.2019 14:29;02.09.2019 15:35;02.09.2019 15:21
1499;EDDH;EDDM;A320;D-ABFO;ZW322J;EWG;EW1979;02.09.2019 19:10;02.09.2019 19:37;02.09.2019 20:35;02.09.2019 20:36
1500;EDDK;EDDM;A319;D-AKNU;ZCAGU5;EWG;EW86;02.09.2019 16:20;02.09.2019 16:34;02.09.2019 17:30;02.09.2019 17:28
1501;LOWW;EDDM;E195;OE-LWL;3SYX1W;AUA;OS111;02.09.2019 04:30;02.09.2019 04:49;02.09.2019 05:35;02.09.2019 05:35
1502;LFML;EDDM;CRJ9;D-ACKL;7AMCBH;DLH;LH2261;02.09.2019 06:35;02.09.2019 06:46;02.09.2019 08:05;02.09.2019 08:02
1503;LFST;EDDM;CRJ9;D-ACKF;264OX4;DLH;LH2257;02.09.2019 12:00;02.09.2019 11:59;02.09.2019 12:55;02.09.2019 12:43
1504;EDDK;EDDM;CRJ9;D-ACNI;WQRZ9F;DLH;LH2199;02.09.2019 13:15;02.09.2019 13:32;02.09.2019 14:20;02.09.2019 14:29
1505;LHBP;EDDM;A320;D-AIUQ;TZY6CX;DLH;LH1677;02.09.2019 11:25;02.09.2019 11:35;02.09.2019 12:40;02.09.2019 12:32
1506;LIRQ;EDDM;E195;I-ADJN;CRXZOK;DLA;EN8193;02.09.2019 08:00;02.09.2019 08:18;02.09.2019 09:15;02.09.2019 09:18
1507;EFHK;EDDM;A321;D-AIRB;RF9RCP;DLH;LH2465;02.09.2019 16:20;02.09.2019 18:42;02.09.2019 18:50;02.09.2019 21:02
1508;EDDH;EDDM;A320;D-AIPZ;TSTBRE;DLH;LH2083;02.09.2019 04:45;02.09.2019 04:58;02.09.2019 06:00;02.09.2019 06:00
1509;EDDV;EDDM;A320;D-AIPY;NQA51D;DLH;LH2091;02.09.2019 06:45;02.09.2019 07:00;02.09.2019 07:50;02.09.2019 07:58
1510;LEVC;EDDM;A321;D-AIDT;U6Y5O3;DLH;LH1831;02.09.2019 11:15;02.09.2019 11:33;02.09.2019 13:30;02.09.2019 13:29
1511;EFHK;EDDM;A321;D-AIRW;1S0VJ0;DLH;LH2467;02.09.2019 03:00;02.09.2019 03:02;02.09.2019 05:30;02.09.2019 05:22
1512;LGAV;EDDM;A321;D-AIDA;008VS2;DLH;LH1751;02.09.2019 10:10;02.09.2019 10:49;02.09.2019 12:40;02.09.2019 12:59
1513;LSGG;EDDM;BCS1;HB-JBG;MDGDZZ;SWR;LX1124;02.09.2019 11:15;02.09.2019 11:32;02.09.2019 12:25;02.09.2019 12:21
1514;LIRQ;EDDM;E195;I-ADJM;S7CCVJ;DLA;EN8195;02.09.2019 11:10;02.09.2019 11:26;02.09.2019 12:25;02.09.2019 12:20
1515;EBBR;EDDM;CRJ9;D-ACNK;81ATQM;DLH;LH2293;02.09.2019 19:25;02.09.2019 19:41;02.09.2019 20:40;02.09.2019 20:39
1516;EDDF;EDDM;A320;D-AIWI;7TI5W6;DLH;LH104;02.09.2019 10:15;02.09.2019 10:37;02.09.2019 11:10;02.09.2019 11:12
1517;EDDL;EDDM;A321;D-AIDE;ID99RO;DLH;LH2027;02.09.2019 06:05;02.09.2019 06:13;02.09.2019 07:10;02.09.2019 07:06
1518;EDDS;EDDM;CRJ9;D-ACNR;SPPR7N;DLH;LH2149;02.09.2019 15:15;02.09.2019 15:17;02.09.2019 16:00;02.09.2019 15:49
1519;EDDF;EDDM;A321;D-AIRT;6UITWQ;DLH;LH122;02.09.2019 19:15;02.09.2019 19:56;02.09.2019 20:10;02.09.2019 20:28
1520;EHAM;EDDM;A319;D-AILT;FCOAU3;DLH;LH2311;02.09.2019 05:20;02.09.2019 05:53;02.09.2019 06:40;02.09.2019 06:55
1521;LEBL;EDDM;A320;D-AIUR;B4D2OA;DLH;LH1813;02.09.2019 13:45;02.09.2019 13:52;02.09.2019 15:45;02.09.2019 15:31
1522;EDDH;EDDM;A320;D-AIQA;TDERSO;DLH;LH2085;02.09.2019 05:30;02.09.2019 05:43;02.09.2019 06:45;02.09.2019 06:42
1523;LFPG;EDDM;A320;F-HEPA;08GVIP;AFR;AF1022;02.09.2019 16:05;02.09.2019 16:14;02.09.2019 17:35;02.09.2019 17:27
1524;LSZH;EDDM;A320;HB-IJR;YEL5OC;SWR;LX1100;02.09.2019 05:15;02.09.2019 05:36;02.09.2019 06:15;02.09.2019 06:12
1525;LIRF;EDDM;A320;D-AIZD;BUT4KP;DLH;LH1847;02.09.2019 17:15;02.09.2019 17:30;02.09.2019 18:45;02.09.2019 18:44
1526;EDDP;EDDM;CRJ9;D-ACKE;ZTXYCC;DLH;LH2169;02.09.2019 14:40;02.09.2019 14:57;02.09.2019 15:35;02.09.2019 15:42
1527;EKCH;EDDM;A320;D-AIUV;1AAYPF;DLH;LH2443;02.09.2019 10:45;02.09.2019 11:11;02.09.2019 12:20;02.09.2019 12:24
1528;EDDT;EDDM;A320;D-AIWA;5DECOW;DLH;LH2755;02.09.2019 17:20;02.09.2019 17:35;02.09.2019 18:25;02.09.2019 18:29
1529;EDDN;EDDM;CRJ9;D-ACKC;C2DMZ2;DLH;LH2159;02.09.2019 12:25;02.09.2019 12:30;02.09.2019 13:05;02.09.2019 12:58
1530;EDDH;EDDM;A321;D-AIDT;5QATLB;DLH;LH2089;02.09.2019 17:45;02.09.2019 17:49;02.09.2019 19:00;02.09.2019 18:46
1531;LIRF;EDDM;A321;D-AIDX;4JN84U;DLH;LH1845;02.09.2019 13:20;02.09.2019 13:57;02.09.2019 14:50;02.09.2019 15:05
1532;EDDW;EDDM;A320;D-AIPK;8024UP;DLH;LH2113;02.09.2019 14:25;02.09.2019 14:39;02.09.2019 15:35;02.09.2019 15:38
1533;LIPZ;EDDM;E195;I-ADJS;TH6LPA;DLA;EN8205;02.09.2019 14:45;02.09.2019 15:34;02.09.2019 15:45;02.09.2019 16:17
1534;LYBE;EDDM;A320;D-AIUX;MIWWR4;DLH;LH1727;02.09.2019 04:30;02.09.2019 04:51;02.09.2019 06:00;02.09.2019 06:00
1535;LKPR;EDDM;E195;D-AEBC;HE637C;DLH;LH1689;02.09.2019 07:50;02.09.2019 08:10;02.09.2019 08:40;02.09.2019 08:52
1536;LFPG;EDDM;A320;F-HEPB;HUBK62;AFR;AF1822;02.09.2019 13:40;02.09.2019 13:59;02.09.2019 15:10;02.09.2019 15:08
1537;ESSA;EDDM;A320;D-AIUQ;13309B;DLH;LH2419;02.09.2019 16:25;02.09.2019 16:33;02.09.2019 18:35;02.09.2019 18:26
1538;EGKK;EDDM;A319;G-EZDA;YVWH3M;EZY;U28985;02.09.2019 17:30;02.09.2019 18:10;02.09.2019 19:25;02.09.2019 19:32
1539;LFML;EDDM;E195;D-AEBC;YTHOEO;DLH;LH2263;02.09.2019 11:40;02.09.2019 12:03;02.09.2019 13:10;02.09.2019 13:13
1540;LIMC;EDDM;A319;D-AILY;A7K2RX;DLH;LH1865;02.09.2019 04:00;02.09.2019 04:58;02.09.2019 05:05;02.09.2019 05:47
1541;EGLL;EDDM;A320;D-AIPH;CP1NLG;DLH;LH2485;02.09.2019 06:25;02.09.2019 06:44;02.09.2019 08:10;02.09.2019 08:13
1542;LEPA;EDDM;A320;D-AIUT;MQUBLD;DLH;LH1821;02.09.2019 15:35;02.09.2019 15:48;02.09.2019 17:40;02.09.2019 17:49
1543;LFLL;EDDM;BCS3;YL-AAO;ZJAE1Q;BTI;LH2249;02.09.2019 10:35;02.09.2019 11:00;02.09.2019 11:50;02.09.2019 12:07
1544;EBBR;EDDM;A319;D-AIBE;TX2VLQ;DLH;LH2295;02.09.2019 04:30;02.09.2019 04:44;02.09.2019 05:45;02.09.2019 05:43
1545;ENGM;EDDM;A320;D-AIQS;8AOMET;DLH;LH2457;02.09.2019 05:40;02.09.2019 05:56;02.09.2019 07:50;02.09.2019 08:01
1546;EDDT;EDDM;A319;OE-LKK;Q5F627;EZY;U25589;02.09.2019 19:25;02.09.2019 20:03;02.09.2019 20:45;02.09.2019 20:54
1547;LSGG;EDDM;BCS3;HB-JCG;6RS506;SWR;LX1120;02.09.2019 04:30;02.09.2019 04:39;02.09.2019 05:40;02.09.2019 05:36
1548;EDDT;EDDM;A321;D-AIDO;GGC8T9;DLH;LH2037;02.09.2019 11:00;02.09.2019 11:50;02.09.2019 12:05;02.09.2019 12:43
1549;LEBL;EDDM;A319;D-AIBB;JC94JS;DLH;LH1809;02.09.2019 07:15;02.09.2019 07:31;02.09.2019 09:15;02.09.2019 09:08
1550;EDDT;EDDM;A319;D-ABGN;N0QP83;EWG;EW8172;02.09.2019 09:30;02.09.2019 09:46;02.09.2019 10:40;02.09.2019 10:42
1551;LICC;EDDM;A320;D-ABNI;U00HCS;EWG;EW1901;02.09.2019 13:05;02.09.2019 13:33;02.09.2019 15:20;02.09.2019 15:30
1552;EDDT;EDDM;A319;OE-LSZ;4U338L;EZY;U25567;02.09.2019 10:40;02.09.2019 11:38;02.09.2019 12:00;02.09.2019 12:33
1553;EKCH;EDDM;CRJ9;D-ACNO;US0LI2;DLH;LH2439;02.09.2019 19:15;02.09.2019 19:31;02.09.2019 20:50;02.09.2019 20:44
1554;LIRF;EDDM;A320;D-AIZH;XHXLFC;DLH;LH1849;02.09.2019 04:00;02.09.2019 04:09;02.09.2019 05:30;02.09.2019 05:17
1555;EHAM;EDDM;B738;PH-BXE;LHA6B2;KLM;KL1801;02.09.2019 19:00;02.09.2019 19:13;02.09.2019 20:25;02.09.2019 20:12
1556;EDDW;EDDM;A319;D-AILB;OI9I4W;DLH;LH2111;02.09.2019 11:20;02.09.2019 11:53;02.09.2019 12:30;02.09.2019 12:51
1557;EHAM;EDDM;E190;EI-GHK;E44O2H;STK;KL1791;02.09.2019 05:15;02.09.2019 05:38;02.09.2019 06:40;02.09.2019 06:43
1558;LFBO;EDDM;A320;D-AIQT;TJG39L;DLH;LH2221;02.09.2019 16:00;02.09.2019 16:17;02.09.2019 17:40;02.09.2019 17:42
1559;EGLL;EDDM;A320;D-AIPH;63J7Y7;DLH;LH2479;02.09.2019 16:50;02.09.2019 17:19;02.09.2019 18:35;02.09.2019 18:44
1560;EDDH;EDDM;A320;D-AIPE;9QKXK5;DLH;LH2079;02.09.2019 17:15;02.09.2019 17:19;02.09.2019 18:30;02.09.2019 18:19
1561;EDDL;EDDM;A321;D-AIRO;YPYAFW;DLH;LH2205;02.09.2019 09:05;02.09.2019 09:25;02.09.2019 10:10;02.09.2019 10:18
1562;LEIB;EDDM;A320;D-AIUU;PB22NC;DLH;LH1819;02.09.2019 11:10;02.09.2019 11:13;02.09.2019 13:25;02.09.2019 13:08
1563;EGLC;EDDM;E190;EI-GHJ;4H42GA;STK;BA3291;02.09.2019 07:05;02.09.2019 09:45;02.09.2019 08:50;02.09.2019 11:05
1564;EDDF;EDDM;A319;D-AIBJ;0JBKP1;DLH;LH118;02.09.2019 17:15;02.09.2019 17:32;02.09.2019 18:10;02.09.2019 18:06
1565;EDDV;EDDM;E195;D-AEBB;Y2KG0K;DLH;LH2099;02.09.2019 15:30;02.09.2019 15:27;02.09.2019 16:35;02.09.2019 16:22
1566;ENGM;EDDM;B738;LN-NGR;VSJ517;NAX;DY1156;02.09.2019 07:40;02.09.2019 09:36;02.09.2019 09:55;02.09.2019 11:30
1567;EDDV;EDDM;A319;D-AILA;MY239R;DLH;LH2105;02.09.2019 04:10;02.09.2019 04:19;02.09.2019 05:15;02.09.2019 05:17
1568;ELLX;EDDM;CRJ9;D-ACKF;1ICR8A;;;02.09.2019 08:10;02.09.2019 08:19;02.09.2019 09:15;02.09.2019 09:10
1569;EDDL;EDDM;A320;D-AIZF;J8A8KA;DLH;LH2003;02.09.2019 06:30;02.09.2019 06:41;02.09.2019 07:35;02.09.2019 07:35
1570;LGTS;EDDM;A320;SX-DGE;MYOZLT;;;02.09.2019 14:30;02.09.2019 15:01;02.09.2019 16:40;02.09.2019 16:51
1571;LPPR;EDDM;A319;CS-TTA;G4TNGE;;;02.09.2019 10:30;02.09.2019 10:50;02.09.2019 13:10;02.09.2019 13:42
1572;LEBB;EDDM;A321;D-AIRW;HSTH6R;DLH;LH1825;02.09.2019 09:30;02.09.2019 09:36;02.09.2019 11:35;02.09.2019 11:27
1573;LICJ;EDDM;A320;D-ABHN;JXV6XT;EWG;EW1893;02.09.2019 06:40;02.09.2019 06:40;02.09.2019 08:45;02.09.2019 08:32
1574;EDDK;EDDM;A319;D-AKNU;NM7LW3;EWG;EW84;02.09.2019 12:40;02.09.2019 13:05;02.09.2019 13:50;02.09.2019 13:56
1575;LIMC;EDDM;E195;I-ADJM;JXAPWT;DLA;EN8279;02.09.2019 18:20;02.09.2019 20:15;02.09.2019 19:25;02.09.2019 21:01
1576;EDDW;EDDM;CRJ9;D-ACNO;CTW7TZ;DLH;LH2133;02.09.2019 07:50;02.09.2019 08:05;02.09.2019 09:00;02.09.2019 09:02
1577;EGPH;EDDM;A319;G-EZAV;DGQFAV;;;02.09.2019 17:05;02.09.2019 17:48;02.09.2019 19:20;02.09.2019 19:33
1578;EDDS;EDDM;CRJ9;S5-AAV;H37FHC;ADR;LH2151;02.09.2019 18:50;02.09.2019 19:02;02.09.2019 19:35;02.09.2019 19:40
1579;EPGD;EDDM;CRJ9;D-ACKA;DOLENW;DLH;LH1647;02.09.2019 04:25;02.09.2019 04:36;02.09.2019 05:55;02.09.2019 05:55
1580;LIPX;EDDM;E195;I-ADJW;UJKPT1;;;02.09.2019 05:00;02.09.2019 05:12;02.09.2019 06:00;02.09.2019 05:54
1581;EDDT;EDDM;A319;OE-LSZ;ULUW7Y;EZY;U25579;02.09.2019 15:40;02.09.2019 15:50;02.09.2019 17:00;02.09.2019 16:48
1582;LFMN;EDDM;A319;D-AILS;TS6CWV;DLH;LH2271;02.09.2019 06:40;02.09.2019 06:52;02.09.2019 08:05;02.09.2019 07:58
1583;EDDV;EDDM;A319;D-AIBA;GZW7FQ;DLH;LH2101;02.09.2019 18:05;02.09.2019 17:59;02.09.2019 19:10;02.09.2019 18:52
1584;EDDK;EDDM;A321;D-AIRO;Q4S04U;DLH;LH1999;02.09.2019 04:35;02.09.2019 04:55;02.09.2019 05:40;02.09.2019 05:45
1585;EIDW;EDDM;A320;D-AIUU;78OA44;DLH;LH2521;02.09.2019 04:35;02.09.2019 04:50;02.09.2019 06:55;02.09.2019 06:38
1586;LFPG;EDDM;A320;D-AIWA;OFQRIR;DLH;LH2227;02.09.2019 07:05;02.09.2019 07:25;02.09.2019 08:30;02.09.2019 08:33
1587;EDDS;EDDM;CRJ9;D-ACNR;Y9TYGB;DLH;LH2153;02.09.2019 04:25;02.09.2019 04:38;02.09.2019 05:10;02.09.2019 05:12
1588;LIMC;EDDM;A319;OE-LQP;9KKCD2;;;02.09.2019 05:10;02.09.2019 05:34;02.09.2019 06:25;02.09.2019 06:21
1589;EDDL;EDDM;A321;D-AIDQ;H6YGP9;DLH;LH2731;02.09.2019 06:55;02.09.2019 07:17;02.09.2019 08:00;02.09.2019 08:14
1590;LIRN;EDDM;A321;D-AIDQ;IT0HJ9;DLH;LH1927;02.09.2019 11:10;02.09.2019 12:02;02.09.2019 12:50;02.09.2019 13:22
1591;LIRF;EDDM;A319;EI-IMD;CP3R1G;AZA;AZ436;02.09.2019 13:40;02.09.2019 14:16;02.09.2019 15:10;02.09.2019 15:26
1592;EDDC;EDDM;CRJ9;D-ACKF;61USYD;DLH;LH2127;02.09.2019 15:15;02.09.2019 15:14;02.09.2019 16:10;02.09.2019 15:58
1593;ELLX;EDDM;DH8D;LX-LQI;M2BILD;LGL;LG9731;02.09.2019 04:50;02.09.2019 04:56;02.09.2019 06:05;02.09.2019 05:52
1594;EDDP;EDDM;CRJ9;D-ACKK;EC955D;DLH;LH2165;02.09.2019 08:10;02.09.2019 08:11;02.09.2019 09:05;02.09.2019 08:52
1595;LIMC;EDDM;A320;OE-IJJ;YH54OO;;;02.09.2019 14:30;02.09.2019 14:46;02.09.2019 15:40;02.09.2019 15:35
1596;EDDL;EDDM;A321;D-AIDC;J6KLWN;DLH;LH2009;02.09.2019 10:30;02.09.2019 10:49;02.09.2019 11:35;02.09.2019 11:43
1597;EDDW;EDDM;A319;D-AILB;KJCKL6;DLH;LH2119;02.09.2019 04:05;02.09.2019 04:40;02.09.2019 05:15;02.09.2019 05:40
1598;EPWA;EDDM;E75S;SP-LIM;S9LT5L;LOT;LO375;02.09.2019 18:10;02.09.2019 18:52;02.09.2019 19:50;02.09.2019 20:10
1599;EGLL;EDDM;A321;G-EUXG;TSDCOP;BAW;BA958;02.09.2019 19:30;02.09.2019 19:54;02.09.2019 21:25;02.09.2019 21:11
1600;EDDP;EDDM;CRJ9;D-ACKF;5YTTKI;DLH;LH2171;02.09.2019 18:35;02.09.2019 18:40;02.09.2019 19:30;02.09.2019 19:19
1601;EDDH;EDDM;A320;D-AIUW;W8K1LU;DLH;LH2075;02.09.2019 15:15;02.09.2019 15:27;02.09.2019 16:30;02.09.2019 16:27
1602;EDDF;EDDM;A20N;D-AINI;T61AEA;DLH;LH120;02.09.2019 18:15;02.09.2019 18:23;02.09.2019 19:10;02.09.2019 19:01
1603;LEMG;EDDM;A321;D-AIDC;2U9G1Y;DLH;LH1835;02.09.2019 16:25;02.09.2019 16:34;02.09.2019 19:15;02.09.2019 19:12
1604;EDDL;EDDM;A319;D-AGWH;NBYZX7;EWG;EW1913;02.09.2019 06:50;02.09.2019 07:10;02.09.2019 08:05;02.09.2019 08:11
1605;EDDP;EDDM;CRJ9;D-ACKB;C24H7X;DLH;LH2173;02.09.2019 04:00;02.09.2019 04:09;02.09.2019 04:55;02.09.2019 04:50
1606;EPWA;EDDM;B738;SP-LWA;07YNQ3;LOT;LO351;02.09.2019 05:20;02.09.2019 07:14;02.09.2019 07:00;02.09.2019 08:37
1607;EDDK;EDDM;A332;D-AXGB;IR69ZZ;;;02.09.2019 07:10;02.09.2019 07:43;02.09.2019 08:25;02.09.2019 08:33
1608;EIDW;EDDM;B738;EI-DAN;57M6LW;RYR;FR8994;02.09.2019 05:10;02.09.2019 05:30;02.09.2019 07:40;02.09.2019 07:26
1609;EDDT;EDDM;A320;D-AIZA;9SO0CZ;DLH;LH2213;02.09.2019 18:20;02.09.2019 18:29;02.09.2019 19:25;02.09.2019 19:18
1610;EDDF;EDDM;A20N;D-AINJ;U9JXEX;DLH;LH96;02.09.2019 06:15;02.09.2019 06:51;02.09.2019 07:10;02.09.2019 07:27
1611;LBSF;EDDM;A321;D-AIRE;VWZJ9D;DLH;LH1703;02.09.2019 10:10;02.09.2019 10:31;02.09.2019 12:05;02.09.2019 12:08
1612;EDDK;EDDM;A319;OE-LYV;9DHZXP;EWG;EW1785;02.09.2019 06:20;02.09.2019 06:49;02.09.2019 07:30;02.09.2019 07:45
1613;LGAV;EDDM;A321;SX-DGS;VVMZ3N;AEE;A3802;02.09.2019 05:35;02.09.2019 06:01;02.09.2019 08:15;02.09.2019 08:17
1614;LIPZ;EDDM;E195;I-ADJX;Y0J0TL;DLA;EN8201;02.09.2019 07:40;02.09.2019 07:53;02.09.2019 08:40;02.09.2019 08:42
1615;LDDU;EDDM;A321;D-AIRW;ICDQTO;;;02.09.2019 14:40;02.09.2019 14:55;02.09.2019 16:15;02.09.2019 16:18
1616;LIBD;EDDM;E195;I-ADJW;8DUBIB;DLA;EN8219;02.09.2019 09:55;02.09.2019 10:06;02.09.2019 11:35;02.09.2019 11:30
1617;EDDH;EDDM;A319;D-AILW;XZLQAX;DLH;LH2719;02.09.2019 07:45;02.09.2019 07:59;02.09.2019 09:00;02.09.2019 08:59
1618;EDDH;EDDM;A319;D-AIBB;W32QMX;DLH;LH2077;02.09.2019 16:15;02.09.2019 16:21;02.09.2019 17:30;02.09.2019 17:23
1619;LFLL;EDDM;CRJ9;D-ACKG;J7METS;DLH;LH2253;02.09.2019 17:55;02.09.2019 18:01;02.09.2019 19:10;02.09.2019 19:13
1620;LSZH;EDDM;CRJ9;D-ACNC;9U056W;DLH;LH2369;02.09.2019 11:15;02.09.2019 11:34;02.09.2019 12:10;02.09.2019 12:14
1621;LEBL;EDDM;A320;D-AIZD;B6NY4R;DLH;LH2657;02.09.2019 11:45;02.09.2019 12:13;02.09.2019 13:45;02.09.2019 13:52
1622;EDDK;EDDM;A320;D-AIPM;FP1LGI;DLH;LH1991;02.09.2019 15:35;02.09.2019 15:51;02.09.2019 16:40;02.09.2019 16:42
1623;EFHK;EDDM;A320;OH-LXM;V03PP2;FIN;AY1401;02.09.2019 05:00;02.09.2019 05:25;02.09.2019 07:35;02.09.2019 07:51
1624;EDDN;EDDM;CRJ9;D-ACKA;440FEM;DLH;LH2157;02.09.2019 07:50;02.09.2019 08:09;02.09.2019 08:30;02.09.2019 08:44
1625;LEPA;EDDM;B738;EI-DAP;MSZMY3;RYR;OE283;02.09.2019 11:35;02.09.2019 11:46;02.09.2019 13:50;02.09.2019 13:37
1626;EDDH;EDDM;A319;D-AGWI;TQZZGS;EWG;EW1973;02.09.2019 06:45;02.09.2019 06:49;02.09.2019 08:10;02.09.2019 07:57
1627;LIMF;EDDM;E195;I-ADJM;KXFIG2;DLA;EN8251;02.09.2019 07:00;02.09.2019 06:57;02.09.2019 08:05;02.09.2019 07:54
1628;EHAM;EDDM;A320;D-AIPS;J18NTH;DLH;LH2303;02.09.2019 09:00;02.09.2019 10:13;02.09.2019 10:20;02.09.2019 11:14
1629;LEBB;EDDM;A320;D-AIPT;KFIRGT;DLH;LH1829;02.09.2019 05:40;02.09.2019 05:47;02.09.2019 07:45;02.09.2019 07:42
1630;EDDT;EDDM;A319;D-AIBB;UC2P54;DLH;LH2039;02.09.2019 12:00;02.09.2019 12:19;02.09.2019 13:05;02.09.2019 13:06
1631;LPPT;EDDM;A320;CS-TNG;6H9Q3N;;;02.09.2019 14:05;02.09.2019 14:57;02.09.2019 17:00;02.09.2019 17:51
1632;LROP;EDDM;B737;YR-BGG;AIYTBL;;;02.09.2019 05:25;02.09.2019 06:24;02.09.2019 07:35;02.09.2019 08:14
1633;EDDK;EDDM;A320;D-AIPY;TG49C1;DLH;LH1987;02.09.2019 11:10;02.09.2019 11:23;02.09.2019 12:15;02.09.2019 12:14
1634;EDDL;EDDM;A319;D-AGWH;5XF4UK;EWG;EW1917;02.09.2019 15:00;02.09.2019 15:19;02.09.2019 16:15;02.09.2019 16:14
1635;LYBE;EDDM;A320;D-AIQS;ZGEOSS;DLH;LH1729;02.09.2019 15:00;02.09.2019 15:14;02.09.2019 16:30;02.09.2019 16:25
1636;EDDK;EDDM;A319;D-AKNU;CRPE35;EWG;EW80;02.09.2019 05:10;02.09.2019 05:28;02.09.2019 06:25;02.09.2019 06:19
1637;LIBD;EDDM;E195;I-ADJN;AUZZ6R;DLA;EN8221;02.09.2019 16:05;02.09.2019 16:37;02.09.2019 17:45;02.09.2019 18:03
1638;LTAF;EDDM;A21N;TC-LSG;0KM1T9;THY;TK1649;02.09.2019 01:00;02.09.2019 01:22;02.09.2019 04:30;02.09.2019 04:33
1639;ELLX;EDDM;DH8D;LX-LQD;5SODEI;LGL;LG9737;02.09.2019 16:15;02.09.2019 16:15;02.09.2019 17:25;02.09.2019 17:08
1640;LGTS;EDDM;A320;D-ABHN;N3LOPN;EWG;EW1701;02.09.2019 17:20;02.09.2019 19:32;02.09.2019 19:30;02.09.2019 21:29
1641;EDDT;EDDM;A319;D-AIBF;L6W1IL;DLH;LH2051;02.09.2019 19:00;02.09.2019 19:04;02.09.2019 20:05;02.09.2019 19:54
1642;LDZA;EDDM;A319;D-AILP;8XTXCM;DLH;LH1715;02.09.2019 15:20;02.09.2019 15:37;02.09.2019 16:25;02.09.2019 16:25
1643;LFPG;EDDM;A320;D-AIPT;N2VM9H;DLH;LH2237;02.09.2019 18:10;02.09.2019 18:36;02.09.2019 19:35;02.09.2019 19:42
1644;EGLL;EDDM;A319;G-EUOB;KOTTKN;BAW;BA954;02.09.2019 15:30;02.09.2019 16:03;02.09.2019 17:30;02.09.2019 17:30
1645;LIRN;EDDM;A320;D-AIZC;ZK2G0I;DLH;LH1931;02.09.2019 04:05;02.09.2019 04:19;02.09.2019 05:45;02.09.2019 05:44
1646;EBBR;EDDM;A319;D-AILY;7U8EW1;DLH;LH2285;02.09.2019 08:05;02.09.2019 09:00;02.09.2019 09:25;02.09.2019 09:59
1647;EPWA;EDDM;E195;D-AEBB;89PL0J;DLH;LH1613;02.09.2019 11:15;02.09.2019 11:34;02.09.2019 12:45;02.09.2019 12:49
